ari.lak.simdata1,ari.sc3.simdata1,ari.lak.simdata2,ari.sc3.simdata2,ari.lak.simdata3,ari.sc3.simdata3,ari.lak.simdata4,ari.sc3.simdata4
0.869409171,0.998630121,0.879011946,0.994566383,0.95236929,0.884603069,0.79412075,0.996170452
0.869409171,0.998630121,0.888379814,0.872867496,0.95236929,0.999217939,0.879890113,0.997391686
0.869409171,0.96496936,0.890449546,0.889373874,0.95236929,0.997659628,0.879890113,0.997391686
0.869409171,0.995448009,0.89187968,0.993797967,0.95236929,0.875505412,0.879890113,0.997391686
0.869409171,0.997268488,0.89187968,0.868544431,0.896816272,0.999217939,0.879890113,0.996625451
0.869409171,0.999314031,0.888720372,0.868412398,0.95236929,0.999217939,0.79412075,0.997391686
0.869409171,0.950168658,0.887384006,0.893219343,0.95236929,0.999217939,0.79412075,0.997391686
0.869409171,0.999314031,0.89187968,0.871188963,0.896816272,0.999217939,0.879890113,0.997391686
0.869409171,0.999314031,0.887384006,0.870288405,0.95236929,0.992267041,0.879890113,0.997391686
0.869409171,0.998630121,0.887384006,0.871066823,0.896816272,0.992267041,0.879890113,0.983903491
0.869409171,0.97102866,0.887384006,0.878304081,0.896816272,0.995336761,0.79412075,0.997391686
0.869409171,0.999314031,0.887384006,0.88263347,0.95236929,0.99150454,0.879890113,0.996400514
0.869409171,0.995448009,0.890449546,0.998474798,0.896816272,0.993797967,0.879890113,0.996625451
0.869409171,0.895829551,0.887384006,0.870830742,0.95236929,0.999217939,0.79412075,0.992069433
0.869409171,0.98294137,0.888720372,0.891784628,0.95236929,0.998437813,0.879890113,0.997391686
0.869409171,0.978471104,0.888720372,0.869266236,0.95236929,0.999217939,0.879890113,0.997391686
0.869409171,0.994696258,0.89187968,0.880757344,0.95236929,0.996883388,0.791607215,0.995098876
0.869409171,0.993946493,0.888720372,0.868544431,0.95236929,0.999217939,0.79412075,0.997391686
0.869409171,0.994696258,0.888720372,0.996109098,0.95236929,0.998437813,0.879890113,0.994132227
0.869409171,0.972398659,0.887384006,0.869266236,0.95236929,0.999217939,0.879890113,0.997391686
0.869409171,0.972398659,0.888379814,0.898966707,0.95236929,0.999217939,0.79412075,0.997391686
0.869409171,0.921686724,0.887384006,0.871441439,0.896816272,0.996883388,0.879890113,0.997391686
